respuesta_id,sede,rol,puntaje_csat,comentario
SUR-00001,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00670,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00671,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00672,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00673,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00674,Manta,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00675,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00676,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00677,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00678,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00679,Guayaquil,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00680,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00681,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00682,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00683,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00684,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00685,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00686,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00687,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00688,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00689,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00690,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00691,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00692,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00693,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00694,Ambato,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00695,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00696,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00697,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00698,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00699,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00700,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00701,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00702,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00703,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00704,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00705,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00706,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00707,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00708,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00709,Manta,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00710,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00711,Guayaquil,Paciente,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00712,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00713,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00714,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00715,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00716,Ambato,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00717,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00718,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00719,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00720,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00721,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00722,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00723,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00724,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00725,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00726,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00727,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00728,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00729,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00730,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00731,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00732,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00733,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00734,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00735,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00736,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00737,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00738,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00739,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00740,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00741,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00742,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00743,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00744,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00745,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00746,Cuenca,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00747,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00748,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00749,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00750,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00751,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00752,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00753,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00754,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00755,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00756,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00757,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00758,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00759,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00760,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00761,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00762,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00763,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00764,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00765,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00766,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00767,Guayaquil,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00768,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00769,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00770,Manta,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00771,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00772,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00773,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00774,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00775,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00776,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00777,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00778,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00779,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00780,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00781,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00782,Guayaquil,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00783,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00784,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00785,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00786,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00787,Manta,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00788,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00789,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00790,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00791,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00792,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00793,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00794,Cuenca,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00795,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00796,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00797,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00798,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00799,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00800,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00801,Ambato,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00802,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00803,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00804,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00805,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00806,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00807,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00808,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00809,Cuenca,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00810,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00811,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00812,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00813,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00814,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00815,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00816,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00817,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00818,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00819,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00820,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00821,Manta,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00822,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00823,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00824,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00825,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00826,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00827,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00828,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00829,Manta,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00830,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00831,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00832,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00833,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00834,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00835,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00836,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00837,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00838,Ambato,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00839,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00840,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00841,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00842,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00843,Ambato,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00844,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00845,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00846,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00847,Quito,Admision,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00848,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00849,Manta,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00850,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00851,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00852,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00853,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00854,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00855,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00856,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00857,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00858,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00859,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00860,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00861,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00862,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00863,Cuenca,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00864,Cuenca,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00865,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00866,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00867,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00868,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00869,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00870,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00871,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00872,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00873,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00874,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00875,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00876,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00877,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00878,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00879,Guayaquil,Admision,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00880,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00881,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00882,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00883,Manta,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00884,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00885,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00886,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00887,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00888,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00889,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00890,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00891,Guayaquil,Admision,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00892,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00893,Manta,Farmacia,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00894,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00895,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00896,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00897,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00898,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00899,Manta,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00900,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00901,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00902,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00903,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00904,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00905,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00906,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00907,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00908,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00909,Manta,Medico,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00910,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00911,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00912,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00913,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00914,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00915,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00916,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00917,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00918,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00919,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00920,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00921,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00922,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00923,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00924,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00925,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00926,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00927,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00928,Manta,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00929,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00930,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00931,Manta,Paciente,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00932,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00933,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00934,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00935,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00936,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00937,Cuenca,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00938,Ambato,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00939,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00940,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00941,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00942,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00943,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00944,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00945,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00946,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00947,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00948,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00949,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00950,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00951,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00952,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00953,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00954,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00955,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00956,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00957,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00958,Cuenca,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00959,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00960,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00961,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00962,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00963,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00964,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00965,Ambato,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00966,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00967,Cuenca,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00968,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00969,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00970,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00971,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00972,Quito,Farmacia,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00973,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00974,Manta,Paciente,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00975,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00976,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00977,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00978,Ambato,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00979,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00980,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00981,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00982,Quito,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00983,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00984,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00985,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00986,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00987,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00988,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00989,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00990,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00991,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00992,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00993,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00994,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00995,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00996,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00997,Cuenca,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00998,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00999,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01000,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01001,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01002,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01003,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01004,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
