evento_id,timestamp,sede,medico_id,tiempo_segundos,completada
EVT-002128,2025-08-23T09:10:00,Quito,MED-QUI-09,4.02,1
EVT-002129,2025-10-01T08:23:00,Quito,MED-QUI-10,6.82,1
EVT-002134,2025-06-03T11:17:00,Ambato,MED-AMB-11,11.96,1
EVT-002136,2025-06-23T07:38:00,Ambato,MED-AMB-12,5.14,1
EVT-002143,2025-09-22T17:28:00,Guayaquil,MED-GUA-01,7.25,1
EVT-002144,2025-04-25T12:25:00,Quito,MED-QUI-02,11.88,1
EVT-002145,2025-03-21T07:53:00,Cuenca,MED-CUE-03,4.68,1
EVT-002146,2025-03-18T14:44:00,Manta,MED-MAN-04,7.56,1
EVT-002147,2025-06-30T15:57:00,Guayaquil,MED-GUA-05,5.42,1
EVT-002148,2025-09-14T08:10:00,Cuenca,MED-CUE-06,5.85,1
EVT-002156,2025-10-22T11:27:00,Cuenca,MED-CUE-07,10.45,1
EVT-002159,2025-10-08T09:21:00,Manta,MED-MAN-08,8.15,1
EVT-002166,2025-06-21T11:18:00,Quito,MED-QUI-09,10.99,1
EVT-002168,2025-06-12T09:33:00,Quito,MED-QUI-10,7.07,1
EVT-002171,2025-05-20T07:01:00,Cuenca,MED-CUE-11,4.9,1
EVT-002179,2025-09-20T14:11:00,Manta,MED-MAN-12,7.26,1
EVT-002180,2025-01-16T08:42:00,Guayaquil,MED-GUA-01,7.21,1
EVT-002183,2025-06-17T18:49:00,Manta,MED-MAN-02,9.83,1
EVT-002184,2025-05-27T07:15:00,Cuenca,MED-CUE-03,6.48,1
EVT-002188,2025-03-15T16:22:00,Guayaquil,MED-GUA-04,4.86,1
EVT-002194,2025-02-27T10:09:00,Quito,MED-QUI-05,9.99,1
EVT-002195,2025-05-24T08:16:00,Quito,MED-QUI-06,5.33,1
EVT-002209,2025-04-01T16:21:00,Quito,MED-QUI-07,5.31,1
EVT-002212,2025-12-02T07:10:00,Cuenca,MED-CUE-08,5.34,1
EVT-002226,2025-04-11T07:21:00,Cuenca,MED-CUE-09,6.17,1
EVT-002229,2025-05-10T12:43:00,Quito,MED-QUI-10,11.51,0
EVT-002230,2025-08-07T10:04:00,Guayaquil,MED-GUA-11,13.19,1
EVT-002234,2025-01-17T08:44:00,Guayaquil,MED-GUA-12,5.93,1
EVT-002238,2025-10-20T07:41:00,Quito,MED-QUI-01,7.08,1
EVT-002240,2025-03-18T17:24:00,Manta,MED-MAN-02,7.41,1
EVT-002241,2025-03-30T07:04:00,Guayaquil,MED-GUA-03,4.51,1
EVT-002243,2025-02-01T10:38:00,Ambato,MED-AMB-04,10.83,1
EVT-002246,2025-08-28T17:20:00,Quito,MED-QUI-05,7.53,1
EVT-002247,2025-02-13T18:47:00,Quito,MED-QUI-06,5.31,1
EVT-002250,2025-07-27T15:04:00,Manta,MED-MAN-07,8.35,1
EVT-002251,2025-01-19T16:33:00,Quito,MED-QUI-08,4.74,1
EVT-002252,2025-11-16T08:03:00,Guayaquil,MED-GUA-09,6.35,1
EVT-002254,2025-07-12T09:44:00,Quito,MED-QUI-10,7.43,1
EVT-002255,2025-06-29T07:18:00,Guayaquil,MED-GUA-11,5.76,1
EVT-002266,2025-10-22T14:46:00,Guayaquil,MED-GUA-12,6.32,1
EVT-002270,2025-12-06T13:09:00,Guayaquil,MED-GUA-01,2.57,1
EVT-002273,2025-04-11T07:36:00,Quito,MED-QUI-02,6.63,1
EVT-002274,2025-11-27T10:28:00,Guayaquil,MED-GUA-03,9.46,0
EVT-002279,2025-02-10T14:03:00,Ambato,MED-AMB-04,8.62,1
EVT-002281,2025-08-09T09:35:00,Quito,MED-QUI-05,4.49,1
EVT-002283,2025-10-01T10:23:00,Quito,MED-QUI-06,15.56,1
EVT-002285,2025-06-19T17:39:00,Guayaquil,MED-GUA-07,4.12,1
EVT-002286,2025-05-15T08:20:00,Guayaquil,MED-GUA-08,5.27,1
EVT-002292,2025-06-08T16:00:00,Ambato,MED-AMB-09,6.95,1
EVT-002293,2025-09-10T15:15:00,Guayaquil,MED-GUA-10,7.5,1
EVT-002296,2025-10-07T16:13:00,Quito,MED-QUI-11,5.11,1
EVT-002304,2025-03-02T15:56:00,Manta,MED-MAN-12,8.92,1
EVT-002308,2025-10-22T09:23:00,Quito,MED-QUI-01,6.17,1
EVT-002310,2025-10-10T16:46:00,Guayaquil,MED-GUA-02,5.95,1
EVT-002312,2025-02-05T11:07:00,Quito,MED-QUI-03,10.91,1
EVT-002313,2025-05-15T11:15:00,Cuenca,MED-CUE-04,9.45,1
EVT-002314,2025-12-04T14:44:00,Cuenca,MED-CUE-05,8.34,1
EVT-002324,2025-08-23T09:36:00,Guayaquil,MED-GUA-06,6.04,1
EVT-002328,2025-10-23T14:59:00,Manta,MED-MAN-07,7.83,1
EVT-002330,2025-03-26T11:19:00,Cuenca,MED-CUE-08,9.62,1
EVT-002334,2025-08-24T07:35:00,Guayaquil,MED-GUA-09,3.86,1
EVT-002335,2025-05-08T17:30:00,Guayaquil,MED-GUA-10,6.48,1
EVT-002336,2025-03-15T10:59:00,Manta,MED-MAN-11,13.04,1
EVT-002345,2025-01-24T10:12:00,Manta,MED-MAN-12,14.13,1
EVT-002348,2025-01-12T12:15:00,Manta,MED-MAN-01,11.11,1
EVT-002350,2025-07-25T09:29:00,Ambato,MED-AMB-02,5.05,1
EVT-002351,2025-11-25T15:53:00,Cuenca,MED-CUE-03,6.1,1
EVT-002352,2025-02-02T17:43:00,Quito,MED-QUI-04,4.8,1
EVT-002354,2025-05-07T17:18:00,Guayaquil,MED-GUA-05,7.99,1
EVT-002357,2025-12-28T18:34:00,Cuenca,MED-CUE-06,6.08,1
EVT-002359,2025-01-06T11:42:00,Guayaquil,MED-GUA-07,12.69,1
EVT-002364,2025-05-06T07:43:00,Guayaquil,MED-GUA-08,4.11,1
EVT-002366,2025-02-02T15:51:00,Quito,MED-QUI-09,5.22,1
EVT-002370,2025-12-16T17:08:00,Manta,MED-MAN-10,6.15,1
EVT-002373,2025-12-26T18:17:00,Quito,MED-QUI-11,4.97,1
EVT-002378,2025-02-17T15:45:00,Quito,MED-QUI-12,6.46,0
EVT-002380,2025-09-15T10:07:00,Quito,MED-QUI-01,11.82,1
EVT-002384,2025-10-18T17:35:00,Quito,MED-QUI-02,4.11,1
EVT-002386,2025-12-30T15:39:00,Guayaquil,MED-GUA-03,4.74,1
EVT-002387,2025-03-11T15:28:00,Quito,MED-QUI-04,6.9,1
EVT-002392,2025-12-21T09:07:00,Quito,MED-QUI-05,4.89,1
EVT-002393,2025-02-01T14:05:00,Guayaquil,MED-GUA-06,4.63,1
EVT-002398,2025-10-01T17:52:00,Manta,MED-MAN-07,8.91,1
EVT-002399,2025-03-10T11:33:00,Quito,MED-QUI-08,9.96,1
EVT-002402,2025-05-01T11:14:00,Ambato,MED-AMB-09,11.8,0
EVT-002406,2025-12-29T14:51:00,Quito,MED-QUI-10,6.16,1
EVT-002407,2025-08-20T17:18:00,Manta,MED-MAN-11,6.01,1
EVT-002408,2025-11-13T18:03:00,Manta,MED-MAN-12,5.23,0
EVT-002411,2025-12-19T14:45:00,Quito,MED-QUI-01,4.83,1
EVT-002417,2025-08-07T07:54:00,Quito,MED-QUI-02,7.78,1
EVT-002425,2025-01-22T12:29:00,Guayaquil,MED-GUA-03,10.61,1
EVT-002426,2025-05-28T10:50:00,Ambato,MED-AMB-04,10.2,0
EVT-002428,2025-05-19T17:54:00,Manta,MED-MAN-05,7.15,1
EVT-002433,2025-07-03T15:31:00,Manta,MED-MAN-06,8.36,1
EVT-002434,2025-03-14T17:29:00,Quito,MED-QUI-07,6.92,1
EVT-002439,2025-01-18T18:36:00,Quito,MED-QUI-08,4.85,1
EVT-002441,2025-06-28T10:33:00,Quito,MED-QUI-09,10.01,1
EVT-002442,2025-12-04T16:32:00,Quito,MED-QUI-10,6.29,1
EVT-002443,2025-10-03T12:38:00,Guayaquil,MED-GUA-11,12.01,1
EVT-002444,2025-12-23T18:34:00,Quito,MED-QUI-12,6.57,1
EVT-002445,2025-01-25T09:24:00,Cuenca,MED-CUE-01,4.3,1
EVT-002451,2025-12-24T11:48:00,Guayaquil,MED-GUA-02,11.6,1
EVT-002452,2025-06-29T17:46:00,Quito,MED-QUI-03,8.51,1
EVT-002453,2025-03-24T09:57:00,Quito,MED-QUI-04,5.71,1
EVT-002458,2025-09-20T12:18:00,Quito,MED-QUI-05,11.1,1
EVT-002459,2025-03-26T09:38:00,Quito,MED-QUI-06,5.1,1
EVT-002460,2025-08-27T12:23:00,Cuenca,MED-CUE-07,12.43,0
EVT-002462,2025-07-15T11:58:00,Quito,MED-QUI-08,10.89,1
EVT-002467,2025-12-01T09:58:00,Quito,MED-QUI-09,8.9,1
EVT-002468,2025-01-21T07:38:00,Guayaquil,MED-GUA-10,7.65,1
EVT-002472,2025-08-12T17:36:00,Manta,MED-MAN-11,4.96,1
EVT-002475,2025-03-11T17:53:00,Cuenca,MED-CUE-12,4.19,1
EVT-002478,2025-04-03T12:11:00,Guayaquil,MED-GUA-01,10.27,1
EVT-002480,2025-04-05T17:10:00,Quito,MED-QUI-02,7.77,0
EVT-002481,2025-07-13T07:26:00,Manta,MED-MAN-03,6.75,0
EVT-002482,2025-05-31T15:26:00,Guayaquil,MED-GUA-04,6.69,1
EVT-002484,2025-08-19T18:10:00,Quito,MED-QUI-05,5.23,1
EVT-002485,2025-12-02T11:11:00,Guayaquil,MED-GUA-06,10.18,1
EVT-002490,2025-03-16T09:05:00,Cuenca,MED-CUE-07,5.02,0
EVT-002492,2025-01-11T13:01:00,Quito,MED-QUI-08,3.64,1
EVT-002501,2025-04-17T18:48:00,Ambato,MED-AMB-09,6.82,1
EVT-002504,2025-12-02T18:59:00,Guayaquil,MED-GUA-10,5.92,1
EVT-002505,2025-11-16T15:41:00,Guayaquil,MED-GUA-11,6.31,1
EVT-002506,2025-02-16T17:26:00,Ambato,MED-AMB-12,3.62,1
EVT-002510,2025-06-06T14:45:00,Quito,MED-QUI-01,3.78,1
EVT-002511,2025-05-21T09:13:00,Guayaquil,MED-GUA-02,7.57,1
EVT-002517,2025-11-23T11:13:00,Quito,MED-QUI-03,8.19,1
EVT-002518,2025-04-15T18:54:00,Cuenca,MED-CUE-04,5.53,1
EVT-002519,2025-08-28T17:29:00,Cuenca,MED-CUE-05,6.49,1
EVT-002520,2025-03-22T15:10:00,Guayaquil,MED-GUA-06,5.99,1
EVT-002521,2025-01-04T12:54:00,Ambato,MED-AMB-07,12.25,1
EVT-002522,2025-12-18T08:14:00,Quito,MED-QUI-08,5.77,1
EVT-002523,2025-05-28T17:02:00,Quito,MED-QUI-09,4.42,1
EVT-002527,2025-10-28T13:50:00,Guayaquil,MED-GUA-10,5.75,1
EVT-002529,2025-10-12T16:47:00,Cuenca,MED-CUE-11,5.29,1
EVT-002531,2025-02-05T17:22:00,Quito,MED-QUI-12,5.37,1
EVT-002538,2025-01-03T18:20:00,Cuenca,MED-CUE-01,5.13,1
EVT-002542,2025-07-05T07:03:00,Guayaquil,MED-GUA-02,5.87,1
EVT-002543,2025-12-03T15:49:00,Manta,MED-MAN-03,6.7,1
EVT-002544,2025-08-09T11:26:00,Quito,MED-QUI-04,13.02,1
EVT-002547,2025-01-03T14:49:00,Quito,MED-QUI-05,7.26,1
EVT-002550,2025-03-07T13:35:00,Quito,MED-QUI-06,3.55,1
EVT-002554,2025-01-19T07:00:00,Quito,MED-QUI-07,7.73,1
EVT-002556,2025-11-21T08:57:00,Guayaquil,MED-GUA-08,7.28,1
EVT-002559,2025-07-23T09:59:00,Cuenca,MED-CUE-09,3.61,1
EVT-002560,2025-04-24T07:09:00,Cuenca,MED-CUE-10,6.55,1
EVT-002565,2025-10-14T13:29:00,Guayaquil,MED-GUA-11,7.2,0
EVT-002568,2025-07-11T12:27:00,Manta,MED-MAN-12,14.85,1
EVT-002571,2025-05-18T11:52:00,Quito,MED-QUI-01,11.09,1
EVT-002574,2025-04-17T09:51:00,Cuenca,MED-CUE-02,4.05,1
EVT-002576,2025-10-24T11:11:00,Cuenca,MED-CUE-03,13.68,1
EVT-002580,2025-01-21T08:42:00,Quito,MED-QUI-04,7.5,1
EVT-002589,2025-08-12T09:02:00,Manta,MED-MAN-05,9.03,1
EVT-002594,2025-05-26T07:45:00,Guayaquil,MED-GUA-06,7.1,1
EVT-002600,2025-08-06T18:29:00,Quito,MED-QUI-07,5.26,0
EVT-002603,2025-09-28T09:29:00,Quito,MED-QUI-08,8.09,1
EVT-002605,2025-03-26T09:50:00,Cuenca,MED-CUE-09,3.98,1
EVT-002606,2025-11-25T17:51:00,Manta,MED-MAN-10,6.55,1
EVT-002609,2025-12-20T10:41:00,Quito,MED-QUI-11,11.06,1
EVT-002615,2025-09-28T10:44:00,Quito,MED-QUI-12,10.24,1
EVT-002625,2025-11-09T16:13:00,Guayaquil,MED-GUA-01,7.71,1
EVT-002629,2025-01-16T15:19:00,Quito,MED-QUI-02,4.32,1
EVT-002630,2025-01-17T10:42:00,Ambato,MED-AMB-03,11.67,1
EVT-002635,2025-08-30T12:39:00,Manta,MED-MAN-04,13.16,1
EVT-002642,2025-09-02T14:27:00,Cuenca,MED-CUE-05,4.55,1
EVT-002644,2025-06-20T18:56:00,Quito,MED-QUI-06,7.61,1
EVT-002645,2025-09-30T08:22:00,Guayaquil,MED-GUA-07,7.12,1
EVT-002647,2025-05-29T17:19:00,Quito,MED-QUI-08,5.12,1
EVT-002648,2025-07-18T12:14:00,Manta,MED-MAN-09,12.32,1
EVT-002654,2025-07-16T14:32:00,Quito,MED-QUI-10,5.29,1
EVT-002656,2025-06-09T09:06:00,Manta,MED-MAN-11,6.25,1
EVT-002661,2025-04-26T12:26:00,Guayaquil,MED-GUA-12,11.28,1
EVT-002662,2025-02-06T07:34:00,Guayaquil,MED-GUA-01,6.56,1
EVT-002663,2025-10-12T12:29:00,Guayaquil,MED-GUA-02,11.72,1
EVT-002664,2025-01-21T08:01:00,Quito,MED-QUI-03,6.16,0
EVT-002665,2025-06-14T10:43:00,Cuenca,MED-CUE-04,12.35,1
EVT-002667,2025-04-01T17:28:00,Cuenca,MED-CUE-05,7.64,1
EVT-002672,2025-03-17T07:20:00,Quito,MED-QUI-06,4.85,1
EVT-002679,2025-05-07T07:38:00,Manta,MED-MAN-07,7.78,1
EVT-002680,2025-04-17T15:50:00,Quito,MED-QUI-08,5.75,1
EVT-002682,2025-11-03T10:41:00,Guayaquil,MED-GUA-09,10.33,1
EVT-002688,2025-12-13T17:24:00,Ambato,MED-AMB-10,7.49,1
EVT-002701,2025-12-13T10:48:00,Cuenca,MED-CUE-11,10.51,1
EVT-002702,2025-01-02T15:59:00,Cuenca,MED-CUE-12,6.43,1
EVT-002705,2025-01-30T14:17:00,Quito,MED-QUI-01,3.01,1
EVT-002712,2025-12-14T14:11:00,Quito,MED-QUI-02,5.33,1
EVT-002713,2025-01-09T08:20:00,Manta,MED-MAN-03,7.33,1
EVT-002723,2025-08-25T09:55:00,Ambato,MED-AMB-04,3.97,1
EVT-002728,2025-07-12T11:22:00,Cuenca,MED-CUE-05,9.33,1
EVT-002729,2025-09-18T07:52:00,Quito,MED-QUI-06,5.28,1
EVT-002734,2025-06-29T18:32:00,Quito,MED-QUI-07,6.34,0
EVT-002738,2025-11-13T12:20:00,Quito,MED-QUI-08,13.05,1
EVT-002741,2025-03-15T16:33:00,Guayaquil,MED-GUA-09,7.08,1
EVT-002747,2025-12-31T14:35:00,Quito,MED-QUI-10,7.6,1
EVT-002750,2025-09-14T18:52:00,Cuenca,MED-CUE-11,6.07,1
EVT-002751,2025-09-22T16:34:00,Quito,MED-QUI-12,3.08,1
EVT-002752,2025-05-12T10:53:00,Guayaquil,MED-GUA-01,12.73,0
EVT-002753,2025-12-25T17:57:00,Quito,MED-QUI-02,5.92,1
EVT-002756,2025-03-10T07:45:00,Quito,MED-QUI-03,6.11,1
EVT-002758,2025-06-30T10:44:00,Cuenca,MED-CUE-04,10.99,1
EVT-002760,2025-04-25T08:54:00,Quito,MED-QUI-05,8.03,1
EVT-002765,2025-01-17T12:52:00,Guayaquil,MED-GUA-06,11.96,1
EVT-002767,2025-06-22T12:18:00,Manta,MED-MAN-07,13.6,1
EVT-002771,2025-10-06T10:00:00,Quito,MED-QUI-08,10.09,1
EVT-002772,2025-07-06T14:58:00,Cuenca,MED-CUE-09,8.34,1
EVT-002774,2025-06-29T16:39:00,Quito,MED-QUI-10,5.94,1
EVT-002776,2025-07-12T10:22:00,Guayaquil,MED-GUA-11,12.19,1
EVT-002779,2025-04-17T07:54:00,Cuenca,MED-CUE-12,7.28,1
EVT-002785,2025-04-14T11:11:00,Cuenca,MED-CUE-01,11.33,1
EVT-002786,2025-06-14T08:04:00,Manta,MED-MAN-02,9.7,1
EVT-002788,2025-09-01T17:35:00,Manta,MED-MAN-03,8.48,1
EVT-002790,2025-07-12T12:00:00,Ambato,MED-AMB-04,10.68,1
EVT-002791,2025-04-12T13:19:00,Ambato,MED-AMB-05,5.34,1
EVT-002799,2025-08-06T09:01:00,Guayaquil,MED-GUA-06,5.41,1
EVT-002800,2025-07-29T14:03:00,Manta,MED-MAN-07,4.96,0
EVT-002801,2025-03-21T15:37:00,Guayaquil,MED-GUA-08,5.32,1
EVT-002803,2025-01-27T18:28:00,Ambato,MED-AMB-09,5.53,1
EVT-002805,2025-05-31T09:31:00,Cuenca,MED-CUE-10,7.67,1
EVT-002807,2025-01-03T15:17:00,Quito,MED-QUI-11,7.22,1
EVT-002812,2025-04-12T12:51:00,Cuenca,MED-CUE-12,12.09,1
EVT-002813,2025-06-18T18:57:00,Guayaquil,MED-GUA-01,7.46,1
EVT-002819,2025-10-08T18:56:00,Manta,MED-MAN-02,5.07,1
EVT-002828,2025-07-24T13:38:00,Ambato,MED-AMB-03,7.03,0
EVT-002830,2025-05-08T10:26:00,Cuenca,MED-CUE-04,9.41,0
EVT-002841,2025-03-13T09:25:00,Manta,MED-MAN-05,8.05,0
EVT-002844,2025-05-23T17:08:00,Manta,MED-MAN-06,7.81,0
EVT-002853,2025-02-02T08:17:00,Guayaquil,MED-GUA-07,6.47,1
EVT-002855,2025-04-11T10:10:00,Ambato,MED-AMB-08,12.17,1
EVT-002856,2025-04-07T14:19:00,Cuenca,MED-CUE-09,5.61,1
EVT-002858,2025-12-13T18:42:00,Quito,MED-QUI-10,4.72,1
EVT-002861,2025-11-12T11:52:00,Ambato,MED-AMB-11,11.1,1
EVT-002864,2025-11-07T10:39:00,Ambato,MED-AMB-12,11.54,1
EVT-002865,2025-03-04T11:04:00,Quito,MED-QUI-01,9.81,1
EVT-002869,2025-07-28T16:00:00,Guayaquil,MED-GUA-02,6.39,1
EVT-002871,2025-07-25T13:14:00,Ambato,MED-AMB-03,6.23,1
EVT-002877,2025-10-04T18:42:00,Quito,MED-QUI-04,7.25,1
EVT-002878,2025-05-13T08:49:00,Guayaquil,MED-GUA-05,3.86,1
EVT-002881,2025-06-01T07:04:00,Manta,MED-MAN-06,3.99,1
EVT-002884,2025-03-09T07:32:00,Quito,MED-QUI-07,7.06,1
EVT-002887,2025-10-16T17:30:00,Guayaquil,MED-GUA-08,4.34,0
EVT-002890,2025-10-24T13:07:00,Guayaquil,MED-GUA-09,5.83,1
EVT-002895,2025-07-27T10:59:00,Quito,MED-QUI-10,9.43,1
EVT-002896,2025-04-16T10:31:00,Guayaquil,MED-GUA-11,12.84,1
EVT-002898,2025-12-17T11:50:00,Quito,MED-QUI-12,11.7,1
EVT-002899,2025-11-22T08:56:00,Manta,MED-MAN-01,7.33,1
EVT-002901,2025-01-19T07:50:00,Ambato,MED-AMB-02,4.74,1
EVT-002904,2025-07-31T09:56:00,Manta,MED-MAN-03,6.17,1
EVT-002906,2025-10-25T18:56:00,Cuenca,MED-CUE-04,5.54,1
EVT-002909,2025-12-12T10:39:00,Cuenca,MED-CUE-05,11.05,1
EVT-002910,2025-06-15T09:22:00,Ambato,MED-AMB-06,7.53,1
EVT-002915,2025-10-29T07:47:00,Manta,MED-MAN-07,9.25,1
EVT-002916,2025-09-09T09:29:00,Ambato,MED-AMB-08,7.73,1
EVT-002927,2025-10-17T15:09:00,Quito,MED-QUI-09,5.65,1
EVT-002928,2025-08-13T11:16:00,Guayaquil,MED-GUA-10,9.0,1
EVT-002929,2025-06-03T09:24:00,Guayaquil,MED-GUA-11,3.61,1
EVT-002930,2025-04-17T11:17:00,Quito,MED-QUI-12,9.5,1
EVT-002932,2025-02-02T18:50:00,Ambato,MED-AMB-01,5.74,1
EVT-002936,2025-03-03T17:10:00,Quito,MED-QUI-02,5.64,1
EVT-002939,2025-09-30T14:39:00,Ambato,MED-AMB-03,6.08,1
EVT-002940,2025-01-29T09:02:00,Quito,MED-QUI-04,6.03,1
EVT-002941,2025-08-27T07:07:00,Cuenca,MED-CUE-05,7.37,1
EVT-002943,2025-12-21T09:29:00,Guayaquil,MED-GUA-06,2.24,1
EVT-002953,2025-08-24T13:10:00,Cuenca,MED-CUE-07,5.9,1
EVT-002957,2025-04-26T14:27:00,Cuenca,MED-CUE-08,4.11,1
EVT-002958,2025-10-18T13:52:00,Ambato,MED-AMB-09,4.96,1
EVT-002961,2025-06-08T08:40:00,Cuenca,MED-CUE-10,4.7,1
EVT-002964,2025-09-26T08:33:00,Ambato,MED-AMB-11,5.55,1
EVT-002965,2025-12-31T15:04:00,Guayaquil,MED-GUA-12,6.84,1
EVT-002968,2025-07-05T16:19:00,Quito,MED-QUI-01,8.94,0
EVT-002971,2025-02-10T11:30:00,Manta,MED-MAN-02,13.25,0
EVT-002973,2025-07-02T16:49:00,Cuenca,MED-CUE-03,5.52,1
EVT-002977,2025-08-02T16:26:00,Guayaquil,MED-GUA-04,6.16,1
EVT-002981,2025-07-22T09:55:00,Cuenca,MED-CUE-05,5.18,0
EVT-002985,2025-05-30T14:12:00,Guayaquil,MED-GUA-06,3.97,1
EVT-002991,2025-10-21T15:55:00,Manta,MED-MAN-07,6.07,1
EVT-002994,2025-08-31T13:58:00,Cuenca,MED-CUE-08,5.63,1
EVT-002995,2025-11-24T09:34:00,Manta,MED-MAN-09,4.17,1
EVT-002997,2025-12-16T11:01:00,Quito,MED-QUI-10,11.82,1
EVT-003007,2025-01-23T14:26:00,Quito,MED-QUI-11,4.76,1
EVT-003015,2025-01-06T08:06:00,Ambato,MED-AMB-12,4.69,1
EVT-003018,2025-03-27T11:35:00,Ambato,MED-AMB-01,11.16,1
EVT-003022,2025-08-24T10:57:00,Guayaquil,MED-GUA-02,13.31,1
EVT-003025,2025-12-04T16:00:00,Quito,MED-QUI-03,6.49,1
EVT-003028,2025-02-01T18:30:00,Manta,MED-MAN-04,6.13,1
EVT-003032,2025-10-21T11:15:00,Quito,MED-QUI-05,11.02,0
EVT-003033,2025-05-10T11:24:00,Quito,MED-QUI-06,11.58,0
EVT-003036,2025-11-25T12:29:00,Cuenca,MED-CUE-07,11.21,1
EVT-003038,2025-01-21T11:06:00,Ambato,MED-AMB-08,9.84,1
EVT-003039,2025-02-14T18:29:00,Guayaquil,MED-GUA-09,5.98,1
EVT-003043,2025-09-22T18:42:00,Cuenca,MED-CUE-10,7.77,1
EVT-003044,2025-11-11T11:11:00,Guayaquil,MED-GUA-11,10.78,1
EVT-003045,2025-09-19T12:18:00,Guayaquil,MED-GUA-12,12.38,1
EVT-003046,2025-09-01T17:18:00,Quito,MED-QUI-01,6.68,1
EVT-003050,2025-12-01T08:08:00,Guayaquil,MED-GUA-02,7.65,1
EVT-003051,2025-01-25T18:40:00,Ambato,MED-AMB-03,5.78,1
EVT-003064,2025-08-25T18:23:00,Guayaquil,MED-GUA-04,6.11,1
EVT-003065,2025-07-07T08:04:00,Cuenca,MED-CUE-05,6.23,1
EVT-003066,2025-06-11T14:04:00,Guayaquil,MED-GUA-06,6.51,1
EVT-003068,2025-11-24T10:18:00,Guayaquil,MED-GUA-07,11.54,1
EVT-003069,2025-10-22T16:40:00,Manta,MED-MAN-08,8.03,1
EVT-003073,2025-10-21T17:45:00,Manta,MED-MAN-09,6.68,1
EVT-003075,2025-10-17T07:41:00,Quito,MED-QUI-10,3.77,1
EVT-003077,2025-12-24T17:12:00,Quito,MED-QUI-11,4.91,1
EVT-003080,2025-08-10T10:41:00,Quito,MED-QUI-12,10.32,1
EVT-003085,2025-06-08T14:48:00,Ambato,MED-AMB-01,7.11,1
EVT-003086,2025-03-18T11:57:00,Quito,MED-QUI-02,10.63,1
EVT-003087,2025-10-01T11:41:00,Quito,MED-QUI-03,9.81,1
EVT-003092,2025-10-17T10:43:00,Manta,MED-MAN-04,11.59,1
EVT-003093,2025-07-15T11:44:00,Manta,MED-MAN-05,16.6,0
EVT-003099,2025-09-26T12:05:00,Guayaquil,MED-GUA-06,10.56,1
EVT-003103,2025-05-29T13:31:00,Cuenca,MED-CUE-07,3.14,0
EVT-003104,2025-04-23T18:12:00,Quito,MED-QUI-08,7.98,1
EVT-003107,2025-01-04T18:26:00,Guayaquil,MED-GUA-09,7.97,0
EVT-003108,2025-12-02T16:41:00,Quito,MED-QUI-10,5.29,1
EVT-003109,2025-04-23T07:56:00,Guayaquil,MED-GUA-11,4.52,1
EVT-003115,2025-03-24T14:57:00,Manta,MED-MAN-12,5.65,1
EVT-003116,2025-02-05T12:56:00,Guayaquil,MED-GUA-01,10.99,1
EVT-003119,2025-05-09T07:22:00,Guayaquil,MED-GUA-02,5.84,1
EVT-003125,2025-11-05T07:23:00,Quito,MED-QUI-03,2.82,1
EVT-003126,2025-09-03T16:36:00,Manta,MED-MAN-04,6.87,1
EVT-003139,2025-10-27T17:18:00,Guayaquil,MED-GUA-05,6.58,1
EVT-003142,2025-10-05T18:05:00,Quito,MED-QUI-06,3.88,1
EVT-003143,2025-09-12T13:48:00,Guayaquil,MED-GUA-07,4.26,1
EVT-003145,2025-08-19T14:19:00,Quito,MED-QUI-08,6.84,1
EVT-003148,2025-03-01T11:48:00,Guayaquil,MED-GUA-09,9.9,1
EVT-003160,2025-02-01T11:27:00,Cuenca,MED-CUE-10,12.71,1
EVT-003165,2025-09-18T10:54:00,Ambato,MED-AMB-11,11.62,1
EVT-003167,2025-12-21T13:52:00,Quito,MED-QUI-12,5.27,1
EVT-003168,2025-02-10T10:39:00,Ambato,MED-AMB-01,10.71,0
EVT-003170,2025-04-20T18:00:00,Cuenca,MED-CUE-02,5.78,1
EVT-003173,2025-11-27T13:15:00,Manta,MED-MAN-03,8.11,1
EVT-003175,2025-11-26T09:18:00,Quito,MED-QUI-04,7.97,1
EVT-003177,2025-02-27T14:57:00,Manta,MED-MAN-05,9.0,1
EVT-003179,2025-03-25T11:23:00,Guayaquil,MED-GUA-06,12.45,1
EVT-003185,2025-06-23T12:06:00,Guayaquil,MED-GUA-07,10.29,1
EVT-003186,2025-08-16T09:26:00,Quito,MED-QUI-08,4.03,1
EVT-003189,2025-04-13T17:37:00,Guayaquil,MED-GUA-09,6.79,1
EVT-003196,2025-04-15T07:47:00,Quito,MED-QUI-10,6.24,1
EVT-003199,2025-07-24T18:04:00,Guayaquil,MED-GUA-11,8.29,1
EVT-003206,2025-05-08T16:55:00,Quito,MED-QUI-12,5.42,1
EVT-003208,2025-12-29T11:13:00,Guayaquil,MED-GUA-01,10.55,1
EVT-003209,2025-05-10T09:46:00,Guayaquil,MED-GUA-02,5.17,0
EVT-003211,2025-01-30T08:50:00,Guayaquil,MED-GUA-03,5.79,1
EVT-003213,2025-02-22T10:02:00,Guayaquil,MED-GUA-04,10.6,1
EVT-003215,2025-07-09T16:50:00,Guayaquil,MED-GUA-05,9.13,1
EVT-003217,2025-06-13T14:04:00,Cuenca,MED-CUE-06,5.38,1
EVT-003225,2025-08-10T10:26:00,Guayaquil,MED-GUA-07,12.19,1
